"","ScanID","Genotype","Subdirectory","RegType","LabelValue","Mean","Min","Max","Variance","Count","Volume","Mass","x","y","z","t","OrganName","GenotypeRegtype"
"256","Scan_0170","MUT/MUT","KO","M",15,17881.8620719421,7187.4775390625,27823.951171875,5974811.57590514,30059,6.49274396896362,537510892.020508,5.53043703239433,-7.71652912044503,-9.91589823241481,NA,"spinal cord","KO-M"
"258","Scan_0176","MUT/MUT","KO","M",1,24154.8807335473,13831.46484375,31393.2265625,6102722.51393866,2794,0.603504002094269,67488736.7695312,4.6901321652521,-8.4336721000248,-9.41974841462591,NA,"lung (left)","KO-M"
"259","Scan_0176","MUT/MUT","KO","M",2,24239.9082600482,14147.70703125,31442.1796875,6458792.44969115,4735,1.02276003360748,114775965.611328,6.27458763968475,-8.10595803934721,-9.10874058142782,NA,"lung (right)","KO-M"
"260","Scan_0176","MUT/MUT","KO","M",3,20107.6961692651,9192.23046875,27417.5859375,9507207.31308717,2739,0.591624021530151,55074979.8076172,4.53226953362323,-5.74915407085733,-9.44802794649721,NA,"kidney (left)","KO-M"
"261","Scan_0176","MUT/MUT","KO","M",4,20800.7595248505,11485.77734375,29323.845703125,6200261.03160502,2466,0.532656013965607,51294672.9882812,6.43117938670509,-6.00711587161045,-9.30746444497972,NA,"kidney (right)","KO-M"
"262","Scan_0176","MUT/MUT","KO","M",5,15391.799496002,2716.14013671875,28533.849609375,39225234.927211,7130,1.54007995128632,109743530.406494,4.07930718364957,-6.9359692003028,-9.16431055288863,NA,"stomach","KO-M"
"263","Scan_0176","MUT/MUT","KO","M",6,27541.9990012878,4936.92919921875,45827.19140625,15483778.5522415,76054,16.4276638031006,2094679192.04395,5.35175070442144,-6.81996634723316,-7.67480701057978,NA,"liver","KO-M"
"264","Scan_0176","MUT/MUT","KO","M",7,23394.2992981283,18604.466796875,28909.1640625,5803058.44874359,187,0.0403920002281666,4374733.96875,4.95164843962154,-6.26053091513282,-9.54299991995256,NA,"adrenal (left)","KO-M"
"265","Scan_0176","MUT/MUT","KO","M",8,22507.0839102909,13467.5458984375,27975.373046875,6823471.90210629,145,0.0313199982047081,3263527.16699219,6.10246238024482,-6.72655709990139,-9.48283838574639,NA,"adrenal (right)","KO-M"
"266","Scan_0176","MUT/MUT","KO","M",9,21083.0663489824,15806.349609375,28129.40625,5395847.02909459,324,0.069983996450901,6830913.49707031,5.30008179276077,-5.19856220845823,-7.88403378804523,NA,"rectum","KO-M"
"267","Scan_0176","MUT/MUT","KO","M",10,19783.1360694126,8766.2724609375,25395.998046875,8637972.02189012,955,0.206279993057251,18892894.9462891,5.27539612279761,-5.46963996684486,-7.40489940759144,NA,"bladder","KO-M"
"268","Scan_0176","MUT/MUT","KO","M",11,20650.9277767207,1674.57922363281,50528.80859375,52048885.1903199,7152,1.54483199119568,147695435.459106,4.64984192201754,-8.49230692633061,-7.82336823994692,NA,"heart","KO-M"
"269","Scan_0176","MUT/MUT","KO","M",12,24954.6029467536,19451.853515625,28476.703125,2502716.81394067,309,0.0667439997196198,7710972.31054688,4.37355176758999,-10.7297308528307,-8.00235094014881,NA,"thymus (left)","KO-M"
"270","Scan_0176","MUT/MUT","KO","M",13,22895.0269650071,17905.787109375,26387.09375,3048539.4476344,263,0.0568079985678196,6021392.09179688,5.51723148998652,-9.75209269712179,-8.2108525459667,NA,"thymus (right)","KO-M"
"271","Scan_0176","MUT/MUT","KO","M",14,14120.1657753733,660.943786621094,28399.765625,32076371.0913911,137344,29.6663036346436,1939320048.25287,5.23004777167038,-13.0710171418393,-6.48597538481636,NA,"brain","KO-M"
"272","Scan_0176","MUT/MUT","KO","M",15,19432.2597312664,10348.10546875,27100.578125,5650940.86605125,19100,4.12559986114502,371156160.867188,5.44602544216935,-8.13731850087615,-9.86044495733064,NA,"spinal cord","KO-M"
"274","Scan_0180","MUT/MUT","KO","M",1,23608.0025911969,9481.1494140625,31836.763671875,13034235.2197399,4593,0.99208801984787,108431555.901367,4.00860684295792,-7.73885782739526,-9.41906100337297,NA,"lung (left)","KO-M"
"275","Scan_0180","MUT/MUT","KO","M",2,23943.9855059653,9784.375,32230.80078125,10127464.6757102,4187,0.904392004013062,100253467.313477,5.77420575670563,-7.53525479308972,-9.49908354523031,NA,"lung (right)","KO-M"
"276","Scan_0180","MUT/MUT","KO","M",3,22252.1800490647,8713.3154296875,31024.3671875,14141084.0860771,3468,0.749087989330292,77170560.4101562,4.27410204138308,-4.95637394753293,-9.07649630246286,NA,"kidney (left)","KO-M"
"277","Scan_0180","MUT/MUT","KO","M",4,21998.5881598841,8346.123046875,34188.375,15005883.1824957,3431,0.741096019744873,75477155.9765625,6.184598562518,-5.11945753106151,-8.87747981932866,NA,"kidney (right)","KO-M"
"278","Scan_0180","MUT/MUT","KO","M",5,17090.0912160306,3072.6142578125,28785.3046875,35289916.7210105,6222,1.34395205974579,106334547.546143,3.96664274136609,-6.15938688076793,-8.81011221941757,NA,"stomach","KO-M"
"279","Scan_0180","MUT/MUT","KO","M",6,27032.1680769455,2239.12890625,40099.6171875,17675742.1286202,126198,27.258768081665,3411405546.97437,5.42429754895389,-6.59751718397268,-7.53653794817297,NA,"liver","KO-M"
"280","Scan_0180","MUT/MUT","KO","M",7,21810.4586696688,13484.8212890625,28304.326171875,9739500.26856405,301,0.0650160014629364,6564948.05957031,4.69115845081418,-5.87492002807186,-9.43149779690461,NA,"adrenal (left)","KO-M"
"281","Scan_0180","MUT/MUT","KO","M",8,21854.5044484608,14765.61328125,30418.001953125,8700175.24195451,335,0.0723600015044212,7321258.99023438,5.90385404262259,-5.76001052244386,-9.38019299202536,NA,"adrenal (right)","KO-M"
"282","Scan_0180","MUT/MUT","KO","M",9,20636.8885419507,13602.6396484375,29448.3984375,7973703.78890745,917,0.198072001338005,18924026.7929688,5.31982168532509,-4.45338671671786,-7.20016610356688,NA,"rectum","KO-M"
"283","Scan_0180","MUT/MUT","KO","M",10,20569.2954863727,8421.021484375,37818.57421875,13464198.8700769,1576,0.340416014194489,32417209.6865234,5.39517391534021,-4.79923432727757,-6.86379690141249,NA,"bladder","KO-M"
"284","Scan_0180","MUT/MUT","KO","M",11,18715.958120114,3326.26953125,40841.796875,46711657.3288536,13783,2.97712802886963,257962050.769531,5.37188479216152,-8.63196401046323,-7.49299168303712,NA,"heart","KO-M"
"285","Scan_0180","MUT/MUT","KO","M",12,22956.2657494638,14196.3017578125,27767.349609375,7871235.18056764,408,0.088128000497818,9366156.42578125,4.7386003112793,-10.1074293108547,-8.49614163118246,NA,"thymus (left)","KO-M"
"286","Scan_0180","MUT/MUT","KO","M",13,24197.2952120536,19378.462890625,27362.865234375,1968340.07060447,350,0.0755999982357025,8469053.32421875,5.62317173985073,-10.1900881343842,-8.49350045471189,NA,"thymus (right)","KO-M"
"287","Scan_0180","MUT/MUT","KO","M",14,15828.8014102028,1009.61437988281,35899.08203125,19086641.7324008,175422,37.8911514282227,2776720000.98059,5.26424692344869,-13.3012419052909,-6.29119913789062,NA,"brain","KO-M"
"288","Scan_0180","MUT/MUT","KO","M",15,18543.4751605403,9609.1474609375,30921.015625,3451295.60393802,31758,6.85972785949707,588903684.148438,5.28156271445327,-7.88713880508148,-9.99343803264615,NA,"spinal cord","KO-M"
"290","Scan_0011","WT/WT","WT","IO",1,28375.3723250358,5098.37109375,61566.29296875,25210407.6550959,5952,1.2856320142746,168890216.078613,4.534205149989,-7.87443773115838,-9.56859359987361,NA,"lung (left)","WT-IO"
"291","Scan_0011","WT/WT","WT","IO",2,25498.9938214282,2739.28002929688,44602.52734375,36533219.42556,13203,2.85184788703918,336663215.424316,6.12653941602833,-7.85130931138945,-9.29252276782253,NA,"lung (right)","WT-IO"
"292","Scan_0011","WT/WT","WT","IO",3,23525.0337677974,7837.02099609375,38366.05078125,22567355.0881105,2512,0.542591989040375,59094884.824707,4.56729457879523,-4.9625852681421,-8.71201414897949,NA,"kidney (left)","WT-IO"
"293","Scan_0011","WT/WT","WT","IO",4,24796.485978427,7869.01806640625,38043.04296875,22625487.8583701,2336,0.504576027393341,57924591.2456055,5.98521846196422,-4.93314395630195,-8.75549497525995,NA,"kidney (right)","WT-IO"
"294","Scan_0011","WT/WT","WT","IO",5,19526.1566135419,2013.21606445312,33049.5546875,65600591.4215679,5717,1.23487198352814,111631037.359619,4.12900786769001,-5.65297860141229,-8.51162051768203,NA,"stomach","WT-IO"
"295","Scan_0011","WT/WT","WT","IO",6,35589.5278457603,1909.72717285156,66417.34375,57626043.4928494,69593,15.0320882797241,2476782011.37,5.34068586586063,-6.50649896880663,-7.97641884592791,NA,"liver","WT-IO"
"296","Scan_0011","WT/WT","WT","IO",7,32261.549196391,10687.1396484375,43385.16015625,30401121.570015,297,0.0641520023345947,9581680.11132812,4.70284273552172,-5.47378106367708,-9.31696308097456,NA,"adrenal (left)","WT-IO"
"297","Scan_0011","WT/WT","WT","IO",8,31882.8405437638,15722.16796875,42706.24609375,30235948.9761663,226,0.0488159991800785,7205521.96289062,5.87169765641205,-5.4509483113753,-9.36220487949067,NA,"adrenal (right)","WT-IO"
"298","Scan_0011","WT/WT","WT","IO",9,21910.9923531388,4202.84521484375,31116.302734375,15005103.2117734,622,0.134351998567581,13628637.2436523,5.13361638844972,-4.22030807007546,-6.73658469908492,NA,"rectum","WT-IO"
"299","Scan_0011","WT/WT","WT","IO",10,19854.5723193479,2903.43627929688,59681.515625,57672650.3359091,2045,0.441720008850098,40602600.3930664,5.20366632594923,-5.35246857448196,-6.83673468454074,NA,"bladder","WT-IO"
"300","Scan_0011","WT/WT","WT","IO",11,26530.8268014133,2422.35986328125,65765.375,130146405.249967,6903,1.49104797840118,183142297.410156,5.11655772110112,-8.52215002052073,-7.90873609139178,NA,"heart","WT-IO"
"301","Scan_0011","WT/WT","WT","IO",12,28089.8268428873,11124.1630859375,32641.861328125,8903056.92186758,326,0.0704160034656525,9157283.55078125,5.11700521925475,-9.77436543499763,-8.37444278600027,NA,"thymus (left)","WT-IO"
"302","Scan_0011","WT/WT","WT","IO",13,27408.1267401903,11699.375,33551.19140625,8651381.07951994,266,0.0574560016393661,7290561.71289062,5.57228452180561,-9.79351069077511,-8.25551248478713,NA,"thymus (right)","WT-IO"
"303","Scan_0011","WT/WT","WT","IO",14,21529.9110947298,1358.14685058594,63529.4453125,18112849.128645,124110,26.8077602386475,2672077265.96692,5.05424643165558,-13.3241497249081,-6.05832191954016,NA,"brain","WT-IO"
"304","Scan_0011","WT/WT","WT","IO",15,20839.7637740926,8002.1982421875,36519.859375,6264451.59298016,26569,5.73890399932861,553691683.713867,5.33289817721332,-9.00160206415215,-9.64827130796189,NA,"spinal cord","WT-IO"
"306","Scan_0035","WT/WT","WT","IO",1,30199.3748366699,5164.97216796875,42558.73828125,17355003.0354598,6571,1.41933596134186,198440092.051758,4.42122396064776,-7.88576343494726,-9.62877076364523,NA,"lung (left)","WT-IO"
"307","Scan_0035","WT/WT","WT","IO",2,28329.3896275424,2298.15649414062,46975.73046875,36214537.643475,14313,3.09160804748535,405478553.739014,6.11989982920009,-7.91934455861404,-9.31846402628968,NA,"lung (right)","WT-IO"
"308","Scan_0035","WT/WT","WT","IO",3,27160.4974563136,4294.2705078125,41537.37890625,25306760.1912759,2640,0.570240020751953,71703713.284668,4.85787303855203,-5.14123813438415,-8.46960954562099,NA,"kidney (left)","WT-IO"
"309","Scan_0035","WT/WT","WT","IO",4,27766.1926798026,10843.9931640625,40136.8828125,17935978.3127339,2647,0.57175201177597,73497112.0234375,6.13745939703676,-5.2012996190838,-8.49277827866354,NA,"kidney (right)","WT-IO"
"310","Scan_0035","WT/WT","WT","IO",5,19884.4276316467,2581.08666992188,40163.59375,83576542.6334705,7586,1.6385760307312,150843268.013672,4.21691035609873,-5.69895161975202,-8.31014943968438,NA,"stomach","WT-IO"
"311","Scan_0035","WT/WT","WT","IO",6,38249.4012559341,1620.98596191406,62309.9609375,36847283.7343733,73489,15.8736238479614,2810910248.89734,5.2363523558029,-6.74239775351095,-7.95742608711651,NA,"liver","WT-IO"
"312","Scan_0035","WT/WT","WT","IO",7,34304.3599479167,22300.927734375,48845.546875,32034379.4785613,375,0.0810000002384186,12864134.9804688,4.85748031127928,-5.52432813438414,-9.1507004547119,NA,"adrenal (left)","WT-IO"
"313","Scan_0035","WT/WT","WT","IO",8,35737.9898608934,18568.6875,47061.51171875,31929069.822542,319,0.0689039975404739,11400418.765625,6.03621786613825,-5.61251321275405,-9.16135876192192,NA,"adrenal (right)","WT-IO"
"314","Scan_0035","WT/WT","WT","IO",9,25794.8814545479,10796.65625,35459.46875,16557242.3183193,571,0.123336002230644,14728877.3105469,5.28532535506212,-4.76602929025108,-6.18807348448424,NA,"rectum","WT-IO"
"315","Scan_0035","WT/WT","WT","IO",10,23809.8181961627,9590.6904296875,35025.28125,31764302.8903882,1801,0.389016002416611,42881482.5712891,5.30805061666519,-5.77378297058627,-6.62579207048088,NA,"bladder","WT-IO"
"316","Scan_0035","WT/WT","WT","IO",11,22908.3805503744,2639.58984375,48105.046875,69667556.8040856,7532,1.6269119977951,172545922.30542,5.06194869152361,-8.56770374776719,-7.92002599905619,NA,"heart","WT-IO"
"317","Scan_0035","WT/WT","WT","IO",12,30826.7704678087,14216.98046875,36275.71875,8085108.12512413,415,0.0896399989724159,12793109.7441406,5.02732320284556,-9.90362066450462,-8.58130286435047,NA,"thymus (left)","WT-IO"
"318","Scan_0035","WT/WT","WT","IO",13,30750.2186683931,17750.50390625,37016.54296875,7352524.35071653,359,0.0775440037250519,11039328.5019531,5.54333568732387,-9.9267165466404,-8.4531517081938,NA,"thymus (right)","WT-IO"
"319","Scan_0035","WT/WT","WT","IO",14,21760.875728607,1593.36706542969,49511.3828125,16890194.807995,135035,29.1675605773926,2938479854.01245,5.08264044902067,-13.1143457268593,-6.05967620173698,NA,"brain","WT-IO"
"320","Scan_0035","WT/WT","WT","IO",15,21472.0976004779,4611.48828125,45080.67578125,6663347.34562964,32402,6.99883222579956,695738906.450684,5.37058722566718,-8.77774102000746,-9.60543226138951,NA,"spinal cord","WT-IO"
"322","Scan_0038","WT/WT","WT","IO",1,25989.9463679755,6573.0615234375,35333.53515625,11846273.4396414,8576,1.85241603851318,222889780.051758,4.26823417321961,-7.95707675378713,-9.43775968978678,NA,"lung (left)","WT-IO"
"323","Scan_0038","WT/WT","WT","IO",2,25318.4244117029,3852.2724609375,41446.83203125,22344995.0968757,17631,3.8082959651947,446389140.802734,6.13565663253154,-7.97573196627128,-9.19326638971283,NA,"lung (right)","WT-IO"
"324","Scan_0038","WT/WT","WT","IO",3,22692.9604385409,5007.37548828125,33854.5390625,15171972.0026057,3201,0.691416025161743,72640166.3637695,4.72193676863637,-4.63228569764563,-8.65315593737355,NA,"kidney (left)","WT-IO"
"325","Scan_0038","WT/WT","WT","IO",4,23281.8080776217,5583.32861328125,36373.83203125,17347506.1076523,3314,0.715824007987976,77155911.9692383,6.26517846456837,-4.65477781452899,-8.57947534909943,NA,"kidney (right)","WT-IO"
"326","Scan_0038","WT/WT","WT","IO",5,18487.9309324614,1996.71142578125,33553.69140625,59772679.5614446,7367,1.59127199649811,136200587.179443,4.10799355140418,-5.41984852531673,-8.66338132888043,NA,"stomach","WT-IO"
"327","Scan_0038","WT/WT","WT","IO",6,34137.6316482412,1938.53674316406,54934.8359375,33761269.3220659,96150,20.7684001922607,3282333282.97839,5.34796255776876,-6.46033899241841,-8.02516036110948,NA,"liver","WT-IO"
"328","Scan_0038","WT/WT","WT","IO",7,32204.8993126321,10822.3447265625,42438.08984375,21301259.4729166,414,0.0894239991903305,13332828.3154297,4.84657132577204,-5.16260407641313,-9.35881639674091,NA,"adrenal (left)","WT-IO"
"329","Scan_0038","WT/WT","WT","IO",8,32692.9542677859,19288.3125,42985.71484375,23871378.0144087,376,0.081216000020504,12292550.8046875,6.08269605596016,-5.21028600672457,-9.28660471003108,NA,"adrenal (right)","WT-IO"
"330","Scan_0038","WT/WT","WT","IO",9,22101.3793334093,8132.83740234375,31460.724609375,14984391.9435705,703,0.151848003268242,15537269.6713867,5.33868565978567,-4.13697746582083,-6.44171041203763,NA,"rectum","WT-IO"
"331","Scan_0038","WT/WT","WT","IO",10,19509.8404219034,92.9701919555664,31143.41015625,27538829.051669,2465,0.532440006732941,48091756.6399918,5.35320477375395,-5.31204188691966,-6.68016901454969,NA,"bladder","WT-IO"
"332","Scan_0038","WT/WT","WT","IO",11,21896.220327633,2871.9775390625,38312.890625,42764182.4131928,8615,1.86083996295929,188635938.122559,4.95730953936987,-8.57260653252695,-7.76297903857771,NA,"heart","WT-IO"
"333","Scan_0038","WT/WT","WT","IO",12,26551.6523277079,14268.048828125,30678.17578125,5607251.62484967,487,0.105191998183727,12930654.6835938,4.95839497247025,-9.9424347462938,-8.45764090645726,NA,"thymus (left)","WT-IO"
"334","Scan_0038","WT/WT","WT","IO",13,26145.9276449548,13901.435546875,30705.974609375,5231107.97551959,415,0.0896399989724159,10850559.9726562,5.51657621489376,-10.040391748842,-8.38973659929024,NA,"thymus (right)","WT-IO"
"335","Scan_0038","WT/WT","WT","IO",14,22062.2694896791,2555.07861328125,37043.7890625,18702491.301782,128698,27.7987689971924,2839369958.78271,5.22068425974724,-13.3175663484973,-6.01690567934496,NA,"brain","WT-IO"
"336","Scan_0038","WT/WT","WT","IO",15,19648.7220622822,7478.552734375,34789.92578125,5581681.84823147,35972,7.76995182037354,706803830.024414,5.39138970302816,-8.38379370538492,-9.70323575994564,NA,"spinal cord","WT-IO"
"338","Scan_0044","WT/WT","WT","IO",1,27429.8003956063,7700.36181640625,37120.171875,9845005.40027014,5999,1.29578399658203,164551372.573242,4.28320441196276,-7.9581637469863,-9.45103384361033,NA,"lung (left)","WT-IO"
"339","Scan_0044","WT/WT","WT","IO",2,26809.702223679,3703.20263671875,43505.296875,20566894.7801074,12382,2.67451190948486,331957732.933594,6.08282418464388,-8.01497270876626,-9.27498247700249,NA,"lung (right)","WT-IO"
"340","Scan_0044","WT/WT","WT","IO",3,25292.2733386812,6881.02294921875,44105.8828125,19601480.4837525,2688,0.580608010292053,67985630.734375,4.82712709699358,-5.01252384866985,-8.53578974042623,NA,"kidney (left)","WT-IO"
"341","Scan_0044","WT/WT","WT","IO",4,26604.6840911973,8085.20849609375,38723.04296875,20374659.5568895,2557,0.552312016487122,68028177.2211914,6.20286311925739,-5.02874312069623,-8.53539345432079,NA,"kidney (right)","WT-IO"
"342","Scan_0044","WT/WT","WT","IO",5,19969.8547417342,4088.10498046875,37798.015625,79370554.7665767,6774,1.46318399906158,135275796.020508,4.17648339365309,-5.75671134076151,-8.48357910838768,NA,"stomach","WT-IO"
"343","Scan_0044","WT/WT","WT","IO",6,36723.1077513605,2295.59130859375,57159.76953125,42661847.6481773,80690,17.4290409088135,2963187564.45728,5.37054107221608,-6.71399092283371,-8.03369388636207,NA,"liver","WT-IO"
"344","Scan_0044","WT/WT","WT","IO",7,32792.7983094089,7349.9736328125,43792.796875,24725765.6596585,369,0.0797040015459061,12100542.5761719,4.85209624623863,-5.45912228072561,-9.1705378530859,NA,"adrenal (left)","WT-IO"
"345","Scan_0044","WT/WT","WT","IO",8,34629.6834784836,16790.3046875,45835.359375,31361806.0926821,305,0.0658800005912781,10562053.4609375,6.0898789998039,-5.52212747864644,-9.20014307766274,NA,"adrenal (right)","WT-IO"
"346","Scan_0044","WT/WT","WT","IO",9,24130.8391285832,11226.205078125,34918.55078125,16193479.1407677,665,0.143639996647835,16047008.0205078,5.46293113834697,-4.32863851032399,-6.49674556749385,NA,"rectum","WT-IO"
"347","Scan_0044","WT/WT","WT","IO",10,22901.8620707483,1819.3408203125,44988.8359375,48880722.2860775,2465,0.532440006732941,56453090.0043945,5.36440152831783,-5.44241105527665,-6.66916698615213,NA,"bladder","WT-IO"
"348","Scan_0044","WT/WT","WT","IO",11,22744.1796186334,4888.9853515625,40027.35546875,33714720.813148,6835,1.47635996341705,155456467.693359,5.06008970411032,-8.61768784177276,-7.92502964271495,NA,"heart","WT-IO"
"349","Scan_0044","WT/WT","WT","IO",12,28444.7122323495,11190.05859375,33146.28515625,8277813.61783351,405,0.0874800011515617,11520108.4541016,4.96052623720521,-9.79796961586563,-8.59084860286007,NA,"thymus (left)","WT-IO"
"350","Scan_0044","WT/WT","WT","IO",13,28969.7085380964,15015.474609375,33580.26953125,4435656.83632987,372,0.0803520008921623,10776731.5761719,5.47682611773091,-9.82352039244866,-8.50053916438931,NA,"thymus (right)","WT-IO"
"351","Scan_0044","WT/WT","WT","IO",14,22490.5347861616,3180.99560546875,45284.9296875,21497614.1389652,124827,26.9626312255859,2807425985.7522,5.22907112288195,-12.8914957529279,-6.07309080295262,NA,"brain","WT-IO"
"352","Scan_0044","WT/WT","WT","IO",15,20587.649866726,5828.0087890625,38538.5546875,7792932.64683641,33395,7.21331977844238,687524567.299316,5.35491233403679,-8.46921518933236,-9.66541283680335,NA,"spinal cord","WT-IO"
"354","Scan_0086","WT/WT","WT","IO",1,27690.2940446003,6618.69580078125,38524.8984375,11622032.6606158,6644,1.43510401248932,183974313.632324,4.32883209935878,-7.86566212595553,-9.51129046073275,NA,"lung (left)","WT-IO"
"355","Scan_0086","WT/WT","WT","IO",2,25175.6788742671,3644.48901367188,37601.73046875,24818799.303213,15870,3.42792010307312,399538023.734619,6.07606722999381,-7.93108170716313,-9.22563429214087,NA,"lung (right)","WT-IO"
"356","Scan_0086","WT/WT","WT","IO",3,24050.6391308913,9129.669921875,35551.84375,17622202.7529466,2753,0.594648003578186,66211409.5273438,4.78266860041842,-4.83083757136198,-8.67925112670612,NA,"kidney (left)","WT-IO"
"357","Scan_0086","WT/WT","WT","IO",4,25027.0834247794,9864.0927734375,35572.48046875,15616081.0883531,2862,0.6181920170784,71627512.7617188,6.21048710373212,-4.84748603794807,-8.62405475240596,NA,"kidney (right)","WT-IO"
"358","Scan_0086","WT/WT","WT","IO",5,19794.6140358496,3243.8955078125,37948.01953125,70391485.332091,6583,1.42192804813385,130307944.197998,4.19059788077652,-5.57724219788111,-8.61393302344943,NA,"stomach","WT-IO"
"359","Scan_0086","WT/WT","WT","IO",6,35682.4527748606,1911.6875,57015.19921875,36201800.788066,83960,18.1353607177734,2995898734.97729,5.29981827221296,-6.5518494969376,-8.00272260811627,NA,"liver","WT-IO"
"360","Scan_0086","WT/WT","WT","IO",7,33153.784539613,12970.9658203125,40515.98046875,18071489.723637,369,0.0797040015459061,12233746.4951172,4.85990112428741,-5.37733366283943,-9.31070045471193,NA,"adrenal (left)","WT-IO"
"361","Scan_0086","WT/WT","WT","IO",8,34384.4290588379,16538.5625,45971.9375,23530079.0448838,320,0.0691199973225594,11003017.2988281,6.03253781127931,-5.40467563438415,-9.23663795471194,NA,"adrenal (right)","WT-IO"
"362","Scan_0086","WT/WT","WT","IO",9,23598.5979416821,8368.7255859375,33059.234375,15389997.2404392,609,0.13154399394989,14371546.1464844,5.2824426758113,-4.18044872551714,-6.59464134141142,NA,"rectum","WT-IO"
"363","Scan_0086","WT/WT","WT","IO",10,20344.0249631202,1621.49401855469,35187.23046875,33232049.6149328,2123,0.458568006753922,43190364.9967041,5.29968368386527,-5.3242526186046,-6.81511873073637,NA,"bladder","WT-IO"
"364","Scan_0086","WT/WT","WT","IO",11,23617.1558506328,4467.70947265625,45323.88671875,37603401.9942783,6870,1.48391997814178,162249860.693848,5.06062651215267,-8.54888114748476,-7.88945154641511,NA,"heart","WT-IO"
"365","Scan_0086","WT/WT","WT","IO",12,27845.8975103587,12989.7138671875,32399.61328125,5509354.53722748,494,0.106703996658325,13755873.3701172,4.91896468374891,-9.73614805341252,-8.55657090005604,NA,"thymus (left)","WT-IO"
"366","Scan_0086","WT/WT","WT","IO",13,27461.0259555785,11673.28515625,31561.009765625,4490433.89750693,484,0.104543998837471,13291136.5625,5.44942675756029,-9.79279391950812,-8.43958475223254,NA,"thymus (right)","WT-IO"
"367","Scan_0086","WT/WT","WT","IO",14,20693.0022193874,1480.88598632812,39877.19921875,17355788.4445282,137373,29.6725673675537,2842659793.88391,5.08930940258482,-13.1700293979505,-6.11107126993504,NA,"brain","WT-IO"
"368","Scan_0086","WT/WT","WT","IO",15,20892.2052893765,5767.2783203125,38660.08984375,8042661.65075781,32209,6.95714378356934,672917040.165527,5.30382680076963,-8.60392680059631,-9.6762870919856,NA,"spinal cord","WT-IO"
"370","Scan_0093","WT/WT","WT","IO",1,24185.6815886629,6465.14990234375,33751.8046875,9050666.94972791,7790,1.6826399564743,188406459.575684,4.25171456031654,-7.97764859651515,-9.39454641106669,NA,"lung (left)","WT-IO"
"371","Scan_0093","WT/WT","WT","IO",2,23446.3262442707,2888.21484375,39874.3359375,18410144.7031322,16440,3.55103993415833,385457603.455811,6.13806381492884,-7.93353922927478,-9.26641213354405,NA,"lung (right)","WT-IO"
"372","Scan_0093","WT/WT","WT","IO",3,21519.961182555,5276.9033203125,30412.19921875,16889135.2441879,2937,0.634392023086548,63204125.9931641,4.52957068921598,-4.7299222508295,-8.7705370226385,NA,"kidney (left)","WT-IO"
"373","Scan_0093","WT/WT","WT","IO",4,21945.5589641402,4290.046875,32431.00390625,14387109.8571286,3359,0.725543975830078,73715132.5605469,6.04375660779612,-4.64962061428888,-8.82607407781398,NA,"kidney (right)","WT-IO"
"374","Scan_0093","WT/WT","WT","IO",5,17338.7385982881,2004.24377441406,32626.888671875,55535640.3078687,7507,1.62151205539703,130161910.657349,3.98830858355851,-5.54715497866291,-8.55900203989883,NA,"stomach","WT-IO"
"375","Scan_0093","WT/WT","WT","IO",6,30211.2387270596,3220.83544921875,43893.08984375,26072974.3512956,107212,23.1577911376953,3239007326.40552,5.33432299157568,-6.47239825638605,-7.94997385694503,NA,"liver","WT-IO"
"376","Scan_0093","WT/WT","WT","IO",7,28987.9737457825,17336.412109375,36856.46875,12734798.5325214,389,0.0840239971876144,11276321.7871094,4.58975712361863,-5.27292001099083,-9.39738425933917,NA,"adrenal (left)","WT-IO"
"377","Scan_0093","WT/WT","WT","IO",8,29802.6666875,11369.724609375,38513.40234375,15982136.4273141,375,0.0810000002384186,11176000.0078125,5.9266003112793,-5.28160813438414,-9.48222045471189,NA,"adrenal (right)","WT-IO"
"378","Scan_0093","WT/WT","WT","IO",9,21281.2140849026,12259.5625,31985.255859375,12339455.1840983,619,0.133704006671906,13173071.5185547,5.21927882501111,-3.93288878058771,-6.6397796146473,NA,"rectum","WT-IO"
"379","Scan_0093","WT/WT","WT","IO",10,19113.3369976379,2172.53173828125,29091.072265625,25742218.4853064,2039,0.440423995256424,38972094.1381836,5.33674646135287,-5.0664989239869,-6.68841502067567,NA,"bladder","WT-IO"
"380","Scan_0093","WT/WT","WT","IO",11,18714.9273983412,2325.32666015625,32550.513671875,41287570.9900889,8337,1.80079197883606,156026349.719971,5.24038512596085,-8.60153023585954,-7.71065727371158,NA,"heart","WT-IO"
"381","Scan_0093","WT/WT","WT","IO",12,24427.9082641602,13572.8955078125,27894.01171875,4586228.41338709,448,0.0967679992318153,10943702.9023438,5.01998423985072,-9.96984527724129,-8.47270938328331,NA,"thymus (left)","WT-IO"
"382","Scan_0093","WT/WT","WT","IO",13,24570.140160291,12273.68359375,28360.08203125,5012321.89273774,435,0.0939600020647049,10688010.9697266,5.57735893196896,-10.0122122723152,-8.38449355816021,NA,"thymus (right)","WT-IO"
"383","Scan_0093","WT/WT","WT","IO",14,19363.3132252094,2104.73291015625,36394.7734375,18231720.5929573,137227,29.6410312652588,2657169383.95581,5.05273645066808,-13.253304620935,-6.12588653325079,NA,"brain","WT-IO"
"384","Scan_0093","WT/WT","WT","IO",15,18332.8422879751,8542.1201171875,36512.85546875,5879977.97303497,37416,8.08185577392578,685941627.046875,5.26031455117649,-8.45279313759176,-9.75607890243175,NA,"spinal cord","WT-IO"
