"","ScanID","Genotype","Subdirectory","RegType","LabelValue","Mean","Min","Max","Variance","Count","Volume","Mass","x","y","z","t","OrganName","GenotypeRegtype"
"127","Scan_0113","WT/WT","WT","M",14,18555.1291290064,1506.37939453125,32532.0390625,14326940.4712541,140747,30.4013519287109,2611578759.52026,5.04154261200265,-13.1144376182091,-6.07551974037793,NA,"brain","WT-M"
"128","Scan_0113","WT/WT","WT","M",15,18316.0153581447,4788.9970703125,36307.0625,6821417.94613876,32943,7.11568784713745,603384493.943359,5.24958473892705,-8.76681032726299,-9.72274125245116,NA,"spinal cord","WT-M"
"130","Scan_0195","WT/WT","WT","M",1,27597.904422628,8774.0498046875,35013.15234375,9707301.49869497,6298,1.36036801338196,173811602.053711,4.38803187685569,-7.85599019853156,-9.54350769510605,NA,"lung (left)","WT-M"
"131","Scan_0195","WT/WT","WT","M",2,25553.2461363014,3449.20776367188,39362.70703125,18693088.9147161,14975,3.23460006713867,382659860.891113,6.10463703915903,-7.94184506259794,-9.25715921931924,NA,"lung (right)","WT-M"
"132","Scan_0195","WT/WT","WT","M",3,22924.1746927184,7549.37939453125,33874.4140625,16022693.4853156,2852,0.616032004356384,65379746.2236328,4.74196637018532,-4.94441099553421,-8.63519554587611,NA,"kidney (left)","WT-M"
"133","Scan_0195","WT/WT","WT","M",4,23429.5010322714,6598.0087890625,32611.5625,12937369.818078,3094,0.668304026126862,72490876.1938477,6.11951175277896,-4.97217397795233,-8.62969851547473,NA,"kidney (right)","WT-M"
"134","Scan_0195","WT/WT","WT","M",5,18088.7549094858,2442.11108398438,35364.046875,56053157.2933992,7478,1.61524796485901,135267709.213135,4.13343315428546,-5.63790081157063,-8.61607889814594,NA,"stomach","WT-M"
"135","Scan_0195","WT/WT","WT","M",6,32991.6906553513,6155.6328125,49693.67578125,20157872.8809622,80390,17.3642406463623,2652202011.78369,5.38325661181412,-6.60049286133965,-8.08477409571065,NA,"liver","WT-M"
"136","Scan_0195","WT/WT","WT","M",7,31084.5181247877,17223.791015625,39648.015625,17200014.1449829,368,0.0794880017638206,11439102.6699219,4.72881770258364,-5.35443378655806,-9.35570045471192,NA,"adrenal (left)","WT-M"
"137","Scan_0195","WT/WT","WT","M",8,31323.7990251762,21143.083984375,40419,14238440.3153116,337,0.0727920010685921,10556120.2714844,5.96103354570067,-5.44419139847911,-9.32423161198195,NA,"adrenal (right)","WT-M"
"138","Scan_0195","WT/WT","WT","M",9,25225.5430480786,9762.400390625,35604.17578125,16029918.7164481,714,0.154223993420601,18011037.7363281,5.36507089951457,-4.48423603354383,-6.44952398412365,NA,"rectum","WT-M"
"139","Scan_0195","WT/WT","WT","M",10,21201.5309662086,5840.02978515625,31343.06640625,23254598.9334353,2075,0.448199987411499,43993176.7548828,5.25072561248413,-5.56100861631187,-6.59178961133839,NA,"bladder","WT-M"
"140","Scan_0195","WT/WT","WT","M",11,22863.6016524641,2379.0078125,38541.1484375,42852216.0381907,6589,1.42322397232056,150648271.288086,5.07796592062821,-8.50568406699929,-7.88809307878252,NA,"heart","WT-M"
"141","Scan_0195","WT/WT","WT","M",12,27752.2696427297,19960.775390625,31838.193359375,3455273.42695949,438,0.0946080014109612,12155494.1035156,4.98544962634778,-9.6879127919184,-8.51563196156117,NA,"thymus (left)","WT-M"
"142","Scan_0195","WT/WT","WT","M",13,27852.1022406684,20125.642578125,31853.94140625,3578951.7361834,432,0.0933120027184486,12032108.1679688,5.51248920016819,-9.81032146771748,-8.44097823248967,NA,"thymus (right)","WT-M"
"143","Scan_0195","WT/WT","WT","M",14,21836.3198993865,1698.48669433594,35151.30859375,14721656.6944127,120640,26.0582408905029,2634333632.66199,5.09690485371889,-12.801252225896,-6.12368934728329,NA,"brain","WT-M"
"144","Scan_0195","WT/WT","WT","M",15,21311.478873758,9502.611328125,31590.884765625,5474523.05591906,29256,6.31929588317871,623488625.930664,5.30495387977794,-8.33942045595943,-9.61171152936284,NA,"spinal cord","WT-M"
"146","Scan_0082","MUT/MUT","KO","M",1,25012.9250868309,3015.68212890625,38795.37890625,57116884.825768,5345,1.15452003479004,133694084.589111,4.52019806619041,-7.91033284907077,-9.42903908894975,NA,"lung (left)","KO-M"
"147","Scan_0082","MUT/MUT","KO","M",2,27821.0157731819,6794.53857421875,40724.87890625,16942066.0438715,6587,1.42279195785522,183257030.897949,6.23355400795459,-8.03557056948356,-9.38644054883695,NA,"lung (right)","KO-M"
"148","Scan_0082","MUT/MUT","KO","M",3,24290.5746706529,12731.0869140625,35284.34765625,16674484.6486084,3369,0.727703988552094,81834946.0654297,4.29628508420893,-5.40906516020785,-9.30320268089179,NA,"kidney (left)","KO-M"
"149","Scan_0082","MUT/MUT","KO","M",4,24638.8679285059,9430.44140625,39586.5078125,21730984.8093509,3868,0.835488021373749,95303141.1474609,6.16485677456784,-5.43662877554237,-8.90593313309857,NA,"kidney (right)","KO-M"
"150","Scan_0082","MUT/MUT","KO","M",5,16648.691858955,2851.25317382812,33979.2578125,67721966.5823742,8283,1.78912794589996,137901114.667725,4.02827072055128,-6.18848668563362,-8.78831001646468,NA,"stomach","KO-M"
"151","Scan_0082","MUT/MUT","KO","M",6,35762.7311351003,4388.7568359375,54060.296875,28918332.3584562,107287,23.1739921569824,3836876135.2915,5.3222646881375,-6.64508168253076,-7.65259276225776,NA,"liver","KO-M"
"152","Scan_0082","MUT/MUT","KO","M",7,27341.6891634666,18677.509765625,34181.328125,9795542.97894469,236,0.050976000726223,6452638.64257812,4.77393929433014,-6.24347118523162,-9.35722587844073,NA,"adrenal (left)","KO-M"
"153","Scan_0082","MUT/MUT","KO","M",8,26696.1896306818,17166.650390625,36446.50390625,11241845.0677492,231,0.0498960018157959,6166819.8046875,5.92769122037022,-6.09825436815039,-9.27667448068593,NA,"adrenal (right)","KO-M"
"154","Scan_0082","MUT/MUT","KO","M",9,24659.4784795673,18462.984375,32645.259765625,6738987.38627088,325,0.070200003683567,8014330.50585938,5.18703108051006,-4.43267274976877,-7.43851583932731,NA,"rectum","KO-M"
"155","Scan_0082","MUT/MUT","KO","M",10,24585.0818001055,13135.548828125,31543.21875,10173391.7213938,1052,0.227231994271278,25863506.0537109,5.20103377135533,-4.94758699369975,-7.0635521657386,NA,"bladder","KO-M"
"156","Scan_0082","MUT/MUT","KO","M",11,20829.0606141527,3256.546875,43356.38671875,71750778.1752662,11547,2.4941520690918,240513162.911621,5.05015136350064,-8.58382822271867,-7.45339725907723,NA,"heart","KO-M"
"157","Scan_0082","MUT/MUT","KO","M",12,26416.13122078,16889.53125,31828.3515625,6372855.74179071,508,0.109728001058102,13419394.6601562,4.8598995238777,-10.2904723863527,-8.38908628148356,NA,"thymus (left)","KO-M"
"158","Scan_0082","MUT/MUT","KO","M",13,26525.9129537391,18421.84375,31346.779296875,4312151.44510175,458,0.0989279970526695,12148868.1328125,5.77969201433607,-10.3116497064366,-8.26371355514864,NA,"thymus (right)","KO-M"
"159","Scan_0082","MUT/MUT","KO","M",14,20991.1245262958,3139.64819335938,36373.09375,15205039.7578447,120772,26.0867519378662,2535140091.28979,5.3141451395502,-13.4464400768882,-6.40845208588291,NA,"brain","KO-M"
"160","Scan_0082","MUT/MUT","KO","M",15,21113.4885871904,9909.1875,36728.921875,8001649.05385529,24904,5.37926387786865,525810319.775391,5.42274101156857,-8.48005430849259,-9.87466046113623,NA,"spinal cord","KO-M"
"162","Scan_0105","MUT/MUT","KO","M",1,28002.9936832923,9485.9599609375,54272.19921875,16856911.624581,3045,0.657720029354095,85269115.765625,4.49668898123003,-8.26773936591123,-9.47801079953929,NA,"lung (left)","KO-M"
"163","Scan_0105","MUT/MUT","KO","M",2,27665.0956951148,7600.05615234375,38970.60546875,16036328.6596473,4328,0.934848010540009,119734534.168457,6.01860493235139,-8.32010273697197,-9.30399065803906,NA,"lung (right)","KO-M"
"164","Scan_0105","MUT/MUT","KO","M",3,22624.622210234,9030.10546875,33412.98828125,14181844.0472806,3043,0.657288014888763,68846725.3857422,4.45587273980379,-5.78854334305981,-9.23526174291445,NA,"kidney (left)","KO-M"
"165","Scan_0105","MUT/MUT","KO","M",4,22915.2767088342,8358.60546875,33180.57421875,14341137.9468562,2927,0.632232010364532,67073014.9267578,6.34605504308661,-6.01732038583616,-9.03095327329741,NA,"kidney (right)","KO-M"
"166","Scan_0105","MUT/MUT","KO","M",5,17768.1264483179,2072.73657226562,31632.693359375,46424491.3871387,6515,1.40724003314972,115759343.810791,4.10847598280654,-6.864675394553,-8.9797748983035,NA,"stomach","KO-M"
"167","Scan_0105","MUT/MUT","KO","M",6,32260.6769998984,3815.58569335938,64242.5625,22796462.1998829,86143,18.6068878173828,2779031498.80225,5.29197690601185,-7.02129112476185,-7.61399729832923,NA,"liver","KO-M"
"168","Scan_0105","MUT/MUT","KO","M",7,25769.0693423064,7832.03173828125,34259.36328125,14268109.4564613,230,0.0496799983084202,5926885.94873047,4.73520900693146,-6.5165750909059,-9.40696132427712,NA,"adrenal (left)","KO-M"
"169","Scan_0105","MUT/MUT","KO","M",8,25398.3871898555,18363.61328125,34536.421875,9174718.55069478,199,0.0429840013384819,5054279.05078125,6.01066061278685,-6.62830722986154,-9.31311251501343,NA,"adrenal (right)","KO-M"
"170","Scan_0105","MUT/MUT","KO","M",9,20493.6048565489,12541.2373046875,40611.9375,12301694.0511123,528,0.11404799669981,10820623.3642578,5.40791849309749,-4.80369267983871,-7.657859545621,NA,"rectum","KO-M"
"171","Scan_0105","MUT/MUT","KO","M",10,21309.8080362449,2373.85034179688,47807.42578125,36155670.2319692,1446,0.312335997819901,30813982.4204102,5.36880778015896,-5.29091966965385,-7.32638510201476,NA,"bladder","KO-M"
"172","Scan_0105","MUT/MUT","KO","M",11,22493.1177299304,1694.47326660156,54011.19921875,76007550.8900765,8190,1.76903998851776,184218634.20813,4.55101789369687,-8.80802659592264,-7.9339092459211,NA,"heart","KO-M"
"173","Scan_0105","MUT/MUT","KO","M",12,27111.1649389022,19865.17578125,36615.1796875,5046124.52926508,312,0.067391999065876,8458683.4609375,4.30513877281776,-10.8483342882303,-8.08166199317342,NA,"thymus (left)","KO-M"
"174","Scan_0105","MUT/MUT","KO","M",13,25996.4179329598,15945.43359375,30586.51171875,3476918.95108224,382,0.0825119987130165,9930631.65039062,5.71006627986569,-9.99700122338937,-8.40206171125643,NA,"thymus (right)","KO-M"
"175","Scan_0105","MUT/MUT","KO","M",14,16888.4369939917,260.188873291016,43416.3046875,26479506.2794864,140125,30.2670001983643,2366492233.78308,5.15829629700582,-13.0109719167205,-6.2814572789758,NA,"brain","KO-M"
"176","Scan_0105","MUT/MUT","KO","M",15,20287.0326460241,6619.66162109375,43809.546875,6840816.27274569,28877,6.23743200302124,585828641.719238,5.32762964258077,-8.28610049023852,-9.86997808050406,NA,"spinal cord","KO-M"
"178","Scan_0110","MUT/MUT","KO","M",1,25660.2425220875,2287.560546875,35947.9765625,29893321.7367269,2594,0.56030398607254,66562669.1022949,4.56237055029241,-7.80633855843968,-9.48963646087983,NA,"lung (left)","KO-M"
"179","Scan_0110","MUT/MUT","KO","M",2,26648.657719831,4240.1103515625,40450.515625,23164974.5991753,3133,0.676728010177612,83490244.6362305,5.96770979101118,-7.80820342324468,-9.34157182400646,NA,"lung (right)","KO-M"
"180","Scan_0110","MUT/MUT","KO","M",3,23609.2043911638,8503.5732421875,34292.125,14849145.2300444,2320,0.50111997127533,54773354.1875,4.46293651817586,-5.48985882403934,-9.0495194202291,NA,"kidney (left)","KO-M"
"181","Scan_0110","MUT/MUT","KO","M",4,23696.0304857686,9238.7763671875,33442.61328125,16273244.7870283,2433,0.525528013706207,57652442.171875,6.08592460227807,-5.55593079776272,-8.85472018344194,NA,"kidney (right)","KO-M"
"182","Scan_0110","MUT/MUT","KO","M",5,17405.1635105299,1594.6083984375,32572.99609375,54064710.9642016,5704,1.23206400871277,99279052.6640625,4.17297618785715,-6.35933385668426,-8.79941714475386,NA,"stomach","KO-M"
"183","Scan_0110","MUT/MUT","KO","M",6,31216.5321370405,755.918579101562,47941.91796875,24710171.6023257,86215,18.6224403381348,2691333318.19495,5.49601723408881,-6.75889931573342,-7.67885077657633,NA,"liver","KO-M"
"184","Scan_0110","MUT/MUT","KO","M",7,25424.8428700206,14785.5205078125,32570.939453125,14304252.5944057,182,0.0393120013177395,4627321.40234375,4.7751937178727,-6.17789472779075,-9.19762353163497,NA,"adrenal (left)","KO-M"
"185","Scan_0110","MUT/MUT","KO","M",8,26307.0186337157,10757.0859375,44185.2734375,18530603.7035782,173,0.0373679995536804,4551114.22363281,5.77802227659722,-6.20841877022231,-9.12549814257318,NA,"adrenal (right)","KO-M"
"186","Scan_0110","MUT/MUT","KO","M",9,22141.8974216866,14273.611328125,33414.40234375,11498188.2580895,622,0.134351998567581,13772260.1962891,5.25843953957507,-5.02741417940023,-7.37902842898842,NA,"rectum","KO-M"
"187","Scan_0110","MUT/MUT","KO","M",10,22774.8063768263,12121.107421875,30004.06640625,9026408.06708938,770,0.166319996118546,17536600.9101562,5.3580808307598,-5.46238423828023,-7.07636279237433,NA,"bladder","KO-M"
"188","Scan_0110","MUT/MUT","KO","M",11,20076.450443402,1196.53051757812,45064.7734375,45081497.4493035,7079,1.52906405925751,142121192.688843,4.27784031692985,-8.38358687714455,-8.19583112288559,NA,"heart","KO-M"
"189","Scan_0110","MUT/MUT","KO","M",12,26648.7026435004,15534.03515625,31446.23046875,6686306.92358537,288,0.0622080005705357,7674826.36132812,4.82485031127929,-9.79282146771747,-8.43111712137859,NA,"thymus (left)","KO-M"
"190","Scan_0110","MUT/MUT","KO","M",13,26348.9065934066,13917.48828125,31381.794921875,7516812.71431205,273,0.0589680001139641,7193251.5,5.42431459699358,-9.7361364860325,-8.39267847668992,NA,"thymus (right)","KO-M"
"191","Scan_0110","MUT/MUT","KO","M",14,16280.0995531702,1450.26501464844,30284.810546875,28283759.6474529,142113,30.6964073181152,2313613787.79968,5.15321136023259,-12.6435120097506,-6.30631169365591,NA,"brain","KO-M"
"192","Scan_0110","MUT/MUT","KO","M",15,20227.6229428948,8552.1689453125,31189.236328125,6574815.88466467,24785,5.35355997085571,501341634.639648,5.23743912507779,-8.01144153361763,-9.78691187290761,NA,"spinal cord","KO-M"
"194","Scan_0125","MUT/MUT","KO","M",1,25933.8458867178,7066.109375,34759.72265625,15012529.7792122,4258,0.919727981090546,110426315.785645,4.52480979930185,-8.19034534434187,-9.46842238989274,NA,"lung (left)","KO-M"
"195","Scan_0125","MUT/MUT","KO","M",2,25506.5716741609,6465.5703125,42314.55859375,15067950.6128784,6909,1.49234402179718,176224903.696777,6.25492684189162,-8.23362404406718,-9.279046090839,NA,"lung (right)","KO-M"
"196","Scan_0125","MUT/MUT","KO","M",3,22606.7628631047,6911.48876953125,34431.31640625,18014154.2808414,3364,0.726624011993408,76049150.2714844,4.69483098904386,-5.3662657800441,-9.11680628110918,NA,"kidney (left)","KO-M"
"197","Scan_0125","MUT/MUT","KO","M",4,23489.5596450705,8729.482421875,35641.1015625,14944035.397311,3318,0.716687977313995,77938358.9023438,6.45780465124314,-5.58606137127386,-8.98824114187275,NA,"kidney (right)","KO-M"
"198","Scan_0125","MUT/MUT","KO","M",5,16907.8291187311,1803.63159179688,33472.875,50958711.7959463,7750,1.67400002479553,131035675.670166,4.05875773063414,-6.40836942470662,-8.96322690632455,NA,"stomach","KO-M"
"199","Scan_0125","MUT/MUT","KO","M",6,31232.1967781906,905.059875488281,53168.40625,30690428.0279069,104722,22.6199512481689,3270698111.00568,5.23820994440279,-6.94091486420223,-7.67880094935081,NA,"liver","KO-M"
"200","Scan_0125","MUT/MUT","KO","M",7,24113.6830016877,14658.2451171875,33493.14453125,13227916.8437199,287,0.0619920007884502,6920627.02148438,4.90396616493782,-6.11089928420994,-9.43132763241226,NA,"adrenal (left)","KO-M"
"201","Scan_0125","MUT/MUT","KO","M",8,24553.3459694602,16387.005859375,33134.6484375,10911990.7967541,264,0.057023998349905,6482083.3359375,6.14064576582476,-6.23994267983871,-9.29342772743922,NA,"adrenal (right)","KO-M"
"202","Scan_0125","MUT/MUT","KO","M",9,20732.8906237415,8875.2197265625,32749.478515625,10415803.0611212,776,0.167615994811058,16088723.1240234,5.41723433189785,-4.65062215500271,-7.38876746502124,NA,"rectum","KO-M"
"203","Scan_0125","MUT/MUT","KO","M",10,21634.7646663632,5788.654296875,31122.857421875,18366491.3478938,1253,0.270648002624512,27108360.1269531,5.37671683163045,-5.14868605936419,-7.18996621688264,NA,"bladder","KO-M"
"204","Scan_0125","MUT/MUT","KO","M",11,20232.7475498093,429.250305175781,47371.92578125,46795309.3234476,7497,1.61935198307037,151684908.38092,5.23928058338814,-8.76925003914616,-7.60838752954175,NA,"heart","KO-M"
"205","Scan_0125","MUT/MUT","KO","M",12,26769.2927502497,19842.521484375,30840.21484375,4219015.52527274,438,0.0946080014109612,11724950.2246094,4.8707920921012,-9.97654292890468,-8.30508401635576,NA,"thymus (left)","KO-M"
"206","Scan_0125","MUT/MUT","KO","M",13,27134.5172466547,21424.3828125,32505.185546875,2987980.40497497,383,0.0827279984951019,10392520.1054688,5.79087185174927,-10.4407283432614,-8.19451246515583,NA,"thymus (right)","KO-M"
"207","Scan_0125","MUT/MUT","KO","M",14,17800.6545535141,544.713256835938,33995.6796875,25174759.7558837,139939,30.2268238067627,2491005797.56421,5.20546187238744,-13.2481957498452,-6.32895355070396,NA,"brain","KO-M"
"208","Scan_0125","MUT/MUT","KO","M",15,20338.4124906735,9127.3447265625,32911.97265625,5675024.91350055,30114,6.5046238899231,612470953.744141,5.44000895841985,-8.11759831569515,-9.86181621482268,NA,"spinal cord","KO-M"
"210","Scan_0162","MUT/MUT","KO","M",1,18213.6381076507,1822.06726074219,29081.640625,40179544.3278069,6653,1.43704795837402,121175334.3302,4.44474190153932,-7.82725079784415,-9.56197356458764,NA,"lung (left)","KO-M"
"211","Scan_0162","MUT/MUT","KO","M",2,21170.9277903698,8201.3916015625,28169.521484375,8583762.60778835,5982,1.292111992836,126644490.041992,6.21826931830036,-7.9217097993791,-9.65341860917538,NA,"lung (right)","KO-M"
"212","Scan_0162","MUT/MUT","KO","M",3,19571.0366499731,8174.08935546875,29183.0703125,10087340.6833368,4210,0.909359991550446,82394064.2963867,4.31408249655242,-5.48137649542928,-9.25035841195645,NA,"kidney (left)","KO-M"
"213","Scan_0162","MUT/MUT","KO","M",4,19668.7047479761,6556.5048828125,30879.30859375,12572572.9760627,3341,0.721656024456024,65713142.5629883,6.10579576174324,-5.50374584165744,-8.73767441460424,NA,"kidney (right)","KO-M"
"214","Scan_0162","MUT/MUT","KO","M",5,13604.9593913707,2395.03979492188,26563.806640625,37003524.5690034,9461,2.04357600212097,128716520.801758,4.04176065373778,-6.3083566472262,-8.87149741063627,NA,"stomach","KO-M"
"215","Scan_0162","MUT/MUT","KO","M",6,25372.988119653,4177.10693359375,35391.24609375,10431109.1302807,111222,24.0239524841309,2822034484.64404,5.53576166424874,-6.64757709160465,-7.59451336941941,NA,"liver","KO-M"
"216","Scan_0162","MUT/MUT","KO","M",7,20129.2269539854,10715.6806640625,25853.97265625,6411005.27686863,227,0.0490319989621639,4569334.51855469,4.80309370334977,-6.26378328856918,-9.33528195250928,NA,"adrenal (left)","KO-M"
"217","Scan_0162","MUT/MUT","KO","M",8,21047.8083937872,16365.623046875,27621.1484375,5488062.05775094,210,0.0453599989414215,4420039.76269531,5.88631459699359,-6.12477384866987,-9.21812902614048,NA,"adrenal (right)","KO-M"
"218","Scan_0162","MUT/MUT","KO","M",9,19283.1929364272,10747.1708984375,28211.6796875,6888845.57805536,852,0.184031993150711,16429280.3818359,5.18057214226518,-4.6591360217081,-7.30724975048656,NA,"rectum","KO-M"
"219","Scan_0162","MUT/MUT","KO","M",10,19329.9175634837,6249.25537109375,25737.572265625,7909629.28302858,2041,0.440856009721756,39452361.7470703,5.2157487679182,-5.20987764932782,-6.96082294368784,NA,"bladder","KO-M"
"220","Scan_0162","MUT/MUT","KO","M",11,15271.802595718,1409.13452148438,27158.986328125,28958761.2434551,11606,2.50689601898193,177244540.925903,4.71449898437945,-8.55746590450298,-8.02207043575597,NA,"heart","KO-M"
"221","Scan_0162","MUT/MUT","KO","M",12,22959.9577218343,15184.8251953125,27015.9296875,4973061.941129,461,0.0995760038495064,10584540.5097656,4.29204933514048,-10.7900412797204,-8.20493038963603,NA,"thymus (left)","KO-M"
"222","Scan_0162","MUT/MUT","KO","M",13,22321.7782251182,15930.2587890625,26643.384765625,2775309.74239712,595,0.128519997000694,13281458.0439453,5.73076837850619,-10.0142024200984,-8.58525507656074,NA,"thymus (right)","KO-M"
"223","Scan_0162","MUT/MUT","KO","M",14,17095.8684386966,2786.669921875,27056.92578125,8457539.07426141,136908,29.5721282958984,2340561156.20508,5.20037303456731,-13.0954820865269,-6.35876031973114,NA,"brain","KO-M"
"224","Scan_0162","MUT/MUT","KO","M",15,18385.2462100679,3591.87231445312,26241.328125,4726197.80586413,29030,6.27048015594482,533723697.478271,5.41324998403185,-8.10788599866257,-9.80604044782248,NA,"spinal cord","KO-M"
"226","Scan_0166","MUT/MUT","KO","M",1,23966.1192015177,11516.9423828125,34123.94921875,7932481.78289527,5998,1.29556798934937,143748782.970703,4.01760998116925,-8.08286092531442,-8.64202756374793,NA,"lung (left)","KO-M"
"227","Scan_0166","MUT/MUT","KO","M",2,24448.4267911405,8865.30859375,39267.11328125,10210351.8390855,7677,1.65823197364807,187690572.475586,6.14738499279551,-7.6579074387999,-8.89402988026869,NA,"lung (right)","KO-M"
"228","Scan_0166","MUT/MUT","KO","M",3,21277.3669444236,1784.53637695312,30811.54296875,16515810.5145186,7456,1.61049604415894,158644047.937622,4.2546893670733,-5.05279285541416,-9.05213554054876,NA,"kidney (left)","KO-M"
"229","Scan_0166","MUT/MUT","KO","M",4,20859.6754092965,4498.23486328125,29270.103515625,14132087.4575849,6611,1.42797601222992,137903314.130859,6.70642968656301,-5.20816080115166,-9.15163828559978,NA,"kidney (right)","KO-M"
"230","Scan_0166","MUT/MUT","KO","M",5,14231.5678924713,1317.55053710938,30505.060546875,42333504.4741016,14601,3.15381598472595,207795122.797974,3.90578749023964,-6.67488468256577,-9.10585147176575,NA,"stomach","KO-M"
"231","Scan_0166","MUT/MUT","KO","M",6,26748.5844190486,4132.5419921875,43463.0078125,12099006.7631305,103672,22.3931522369385,2773079243.8916,5.23489034137409,-6.05787130438165,-7.14829286153577,NA,"liver","KO-M"
"232","Scan_0166","MUT/MUT","KO","M",7,21029.9291236733,10670.5546875,27911.283203125,8901535.08624054,265,0.0572400018572807,5572931.21777344,4.80516634901514,-5.9641862475917,-9.27492686980629,NA,"adrenal (left)","KO-M"
"233","Scan_0166","MUT/MUT","KO","M",8,23265.4831253703,15211.03515625,32996.171875,10839014.2509115,211,0.0455759987235069,4909016.93945312,6.26106476625558,-6.09491467466852,-9.35818860637068,NA,"adrenal (right)","KO-M"
"234","Scan_0166","MUT/MUT","KO","M",9,19746.737631228,5656.57080078125,29875.265625,12059995.3522266,1277,0.275831997394562,25216583.9550781,5.20718292678437,-3.9809799119879,-7.04047335995855,NA,"rectum","KO-M"
"235","Scan_0166","MUT/MUT","KO","M",10,20238.2581093428,3138.9150390625,27050.71484375,9247748.15238176,1941,0.419256001710892,39282458.9902344,5.25124327882181,-4.44773388399777,-6.55895393230082,NA,"bladder","KO-M"
"236","Scan_0166","MUT/MUT","KO","M",11,19484.1468407978,1504.40026855469,41368.9296875,55702131.0725698,22573,4.87576818466187,439815646.637329,4.89565342783448,-7.82411778042152,-6.67197897329484,NA,"heart","KO-M"
"237","Scan_0166","MUT/MUT","KO","M",12,22703.4241782134,13412.8525390625,27483.98046875,6391054.09646776,954,0.206064000725746,21659066.6660156,4.88771980813464,-9.46983404633382,-7.86730422829675,NA,"thymus (left)","KO-M"
"238","Scan_0166","MUT/MUT","KO","M",13,23244.7848949624,13145.9697265625,26807.1484375,4261652.33382341,897,0.193752005696297,20850572.0507812,5.63953676612881,-9.58582592702627,-7.80100145805634,NA,"thymus (right)","KO-M"
"239","Scan_0166","MUT/MUT","KO","M",14,16485.4094371833,1169.97863769531,28772.1875,8977048.63686313,181088,39.1150093078613,2985309824.16064,5.09709308827167,-13.4998498369829,-6.32303887581162,NA,"brain","KO-M"
"240","Scan_0166","MUT/MUT","KO","M",15,17799.0293336118,3566.97143554688,25870.595703125,3994642.77384404,37023,7.99696779251099,658973463.018311,5.3727498939711,-8.10476525941404,-9.68288423235963,NA,"spinal cord","KO-M"
"242","Scan_0170","MUT/MUT","KO","M",1,20885.3571336392,7074.36279296875,28148.42578125,8891523.43278336,5963,1.28800797462463,124539384.587891,4.48329593428786,-7.80112740991654,-9.6999105838417,NA,"lung (left)","KO-M"
"243","Scan_0170","MUT/MUT","KO","M",2,21539.6887066936,8021.4951171875,29269.314453125,9141471.71623489,7023,1.51696801185608,151273233.787109,6.31393563806275,-7.66778587039435,-9.38988029238833,NA,"lung (right)","KO-M"
"244","Scan_0170","MUT/MUT","KO","M",3,20143.6584603555,6092.02099609375,28589.8828125,12168817.4290725,4383,0.946727991104126,88289655.0317383,4.45923001696033,-4.79439915423359,-9.23816109810679,NA,"kidney (left)","KO-M"
"245","Scan_0170","MUT/MUT","KO","M",4,20776.6183181848,8005.724609375,31138.07421875,12678068.6862195,4296,0.927936017513275,89256352.2949219,6.53207796491056,-5.17972556455176,-9.0028652591812,NA,"kidney (right)","KO-M"
"246","Scan_0170","MUT/MUT","KO","M",5,14644.1305929545,2609.72314453125,28377.74609375,31151805.8451008,10936,2.36217594146729,160148212.164551,4.00567419569769,-5.96928147747129,-9.21745795288345,NA,"stomach","KO-M"
"247","Scan_0170","MUT/MUT","KO","M",6,24322.1261906915,2213.63012695312,33179.02734375,8821014.35161386,143442,30.9834728240967,3488814425.04517,5.22407151218266,-6.23718441580797,-7.45974885057907,NA,"liver","KO-M"
"248","Scan_0170","MUT/MUT","KO","M",7,20129.4887167008,14529.921875,26374.65234375,5312220.60346142,305,0.0658800005912781,6139494.05859375,4.92764949160716,-5.66120944585956,-9.53260209405614,NA,"adrenal (left)","KO-M"
"249","Scan_0170","MUT/MUT","KO","M",8,21719.2452136742,15483.751953125,28998.849609375,5624322.2809484,334,0.0721440017223358,7254227.90136719,6.16081588014158,-5.86329052959373,-9.48764656249633,NA,"adrenal (right)","KO-M"
"250","Scan_0170","MUT/MUT","KO","M",9,20111.2866814726,9998.546875,27531.947265625,5110172.39366361,744,0.160704001784325,14962797.2910156,5.4468261177309,-4.29021394083577,-7.29868432567965,NA,"rectum","KO-M"
"251","Scan_0170","MUT/MUT","KO","M",10,19523.3695270722,5752.54638671875,26846.900390625,11001828.1003144,2057,0.444312006235123,40159571.1171875,5.37500283923264,-4.73200393409248,-6.88441946297639,NA,"bladder","KO-M"
"252","Scan_0170","MUT/MUT","KO","M",11,14974.7867394949,2138.830078125,29817.537109375,32481618.8688947,15836,3.42057609558105,237140722.806641,4.47693196068574,-8.21975208992844,-7.60923291240349,NA,"heart","KO-M"
"253","Scan_0170","MUT/MUT","KO","M",12,21161.9739528304,11854.5576171875,25423.048828125,5470388.54025714,769,0.166104003787041,16273557.9697266,4.81982267798931,-9.89871440226451,-8.38229993455589,NA,"thymus (left)","KO-M"
"254","Scan_0170","MUT/MUT","KO","M",13,22045.3593337815,15514.771484375,26135.548828125,3048591.99121342,616,0.133055999875069,13579941.3496094,5.75762628530527,-9.8878322902283,-8.25183681834828,NA,"thymus (right)","KO-M"
"255","Scan_0170","MUT/MUT","KO","M",14,14289.7072906469,-52.8532104492188,29218.087890625,14979657.1934227,192549,41.5905838012695,2751468849.10677,5.22892267078251,-13.4484642651361,-6.45064561152821,NA,"brain","KO-M"
